Date,Time,Open,High,Low,Close,Vol,OI
02/05/2019,17:00:00,4935.00000,4960.00000,4925.00000,4945.00000,1566,3162
02/06/2019,17:00:00,4950.00000,4965.00000,4855.00000,4885.00000,3783,3339
02/07/2019,17:00:00,4890.00000,4915.00000,4880.00000,4885.00000,1731,3293
02/08/2019,17:00:00,4895.00000,5275.00000,4870.00000,5160.00000,9872,2955
02/11/2019,17:00:00,5155.00000,5195.00000,5125.00000,5150.00000,5075,2378
02/12/2019,17:00:00,5140.00000,5170.00000,5095.00000,5150.00000,3944,2400
02/13/2019,17:00:00,5120.00000,5175.00000,5100.00000,5115.00000,2811,2271
02/14/2019,17:00:00,5120.00000,5140.00000,5075.00000,5110.00000,2597,2198
02/15/2019,17:00:00,5110.00000,5165.00000,5090.00000,5110.00000,2597,2198
02/19/2019,17:00:00,5400.00000,5515.00000,5390.00000,5480.00000,15944,1625
02/20/2019,17:00:00,5455.00000,5510.00000,5415.00000,5480.00000,5226,1002
02/21/2019,17:00:00,5475.00000,5525.00000,5400.00000,5440.00000,1246,2713
02/22/2019,17:00:00,5435.00000,5510.00000,5425.00000,5470.00000,4000,2884
02/25/2019,17:00:00,5310.00000,5385.00000,5245.00000,5360.00000,5866,2847
02/26/2019,17:00:00,5345.00000,5360.00000,5285.00000,5315.00000,3067,2675
02/27/2019,17:00:00,5320.00000,5355.00000,5160.00000,5250.00000,4843,2636
02/28/2019,17:00:00,5305.00000,5415.00000,5285.00000,5330.00000,1825,2420
03/01/2019,17:00:00,5325.00000,5370.00000,5320.00000,5360.00000,1825,2420
03/04/2019,17:00:00,5320.00000,5335.00000,5200.00000,5230.00000,4577,2368
03/05/2019,17:00:00,5215.00000,5405.00000,5195.00000,5375.00000,4969,2436
03/06/2019,17:00:00,5375.00000,5440.00000,5350.00000,5380.00000,4104,2370
03/07/2019,17:00:00,5395.00000,5430.00000,5370.00000,5410.00000,4092,2571
03/08/2019,17:00:00,5445.00000,5460.00000,5385.00000,5430.00000,3781,2551
03/11/2019,17:00:00,5425.00000,5455.00000,5350.00000,5375.00000,3539,2428
03/12/2019,17:00:00,5385.00000,5420.00000,5330.00000,5385.00000,2961,2455
03/13/2019,17:00:00,5395.00000,5410.00000,5360.00000,5385.00000,2105,2496
03/14/2019,17:00:00,5380.00000,5445.00000,5315.00000,5385.00000,4463,2362
03/15/2019,17:00:00,5390.00000,5450.00000,5385.00000,5440.00000,2938,2366
03/18/2019,17:00:00,5505.00000,5565.00000,5475.00000,5500.00000,2756,2343
03/19/2019,17:00:00,5510.00000,5555.00000,5490.00000,5535.00000,2332,2324
03/20/2019,17:00:00,5530.00000,5560.00000,5505.00000,5550.00000,2560,2290
03/21/2019,17:00:00,5555.00000,5600.00000,5440.00000,5505.00000,3769,2186
03/22/2019,17:00:00,5510.00000,5535.00000,5495.00000,5520.00000,1704,2021
03/25/2019,17:00:00,5505.00000,5510.00000,5385.00000,5435.00000,2410,1744
03/26/2019,17:00:00,5425.00000,5455.00000,5420.00000,5445.00000,1996,1317
