Date,Time,Open,High,Low,Close,Up,Down
06/25/2007,17:00,1366.5,1375.25,1352.25,1362.0,953112,957551
06/26/2007,17:00,1362.25,1366.75,1344.5,1346.0,901215,1012644
06/27/2007,17:00,1347.0,1367.25,1339.25,1366.0,919324,857876
06/28/2007,17:00,1365.25,1375.25,1362.75,1365.5,683553,689411
06/29/2007,17:00,1365.0,1377.5,1351.75,1364.75,856525,906003
07/02/2007,17:00,1362.5,1380.0,1362.0,1379.25,475359,442377
07/03/2007,17:00,1378.75,1385.0,1378.25,1381.75,271184,270932
07/04/2007,17:00,1381.75,1386.75,1380.0,1386.25,15122,11664
07/05/2007,17:00,1385.75,1388.0,1375.75,1381.5,383846,454308
07/06/2007,17:00,1381.75,1391.25,1378.5,1389.75,430004,448302
07/09/2007,17:00,1389.5,1393.25,1385.25,1390.25,389051,409447
07/10/2007,17:00,1390.0,1391.25,1366.25,1367.5,789593,951647
07/11/2007,17:00,1368.25,1379.75,1362.5,1379.75,810376,789686
07/12/2007,17:00,1379.25,1406.25,1377.0,1403.0,893105,755904
07/13/2007,17:00,1402.25,1413.0,1400.75,1407.25,572208,554638
07/16/2007,17:00,1407.5,1413.5,1403.75,1407.0,532602,551580
07/17/2007,17:00,1406.75,1412.75,1401.5,1402.0,627805,655576
07/18/2007,17:00,1399.75,1405.25,1389.75,1403.5,1018321,1065718
07/19/2007,17:00,1404.25,1412.25,1395.75,1404.25,679746,655513
07/20/2007,17:00,1403.75,1409.0,1384.5,1392.25,1036962,1131903
07/23/2007,17:00,1391.0,1403.5,1390.75,1395.5,563468,591987
07/24/2007,17:00,1395.5,1399.0,1363.75,1370.5,1017006,1083388
07/25/2007,17:00,1368.75,1379.5,1357.75,1372.25,1153786,1236914
07/26/2007,17:00,1376.0,1376.75,1318.25,1337.25,1772348,1851217
07/27/2007,17:00,1338.75,1343.75,1304.5,1305.25,1463680,1559735
07/30/2007,17:00,1307.25,1332.0,1302.25,1329.75,1110558,1107568
07/31/2007,17:00,1328.5,1343.0,1303.5,1309.5,1220922,1366649
08/01/2007,17:00,1308.5,1322.25,1289.5,1319.5,1708056,1695713
08/02/2007,17:00,1321.25,1330.25,1311.75,1328.75,1082406,1111369
08/03/2007,17:00,1327.0,1331.5,1283.5,1290.5,1289744,1375928
08/06/2007,17:00,1286.75,1320.75,1279.5,1316.25,1467614,1400676
08/07/2007,17:00,1315.75,1342.0,1308.0,1333.0,1294813,1314262
08/08/2007,17:00,1332.0,1357.75,1329.5,1349.75,1370298,1336212
08/09/2007,17:00,1350.0,1351.75,1303.75,1304.0,1510805,1690547
08/10/2007,17:00,1305.5,1315.75,1280.25,1298.25,1825485,1783765
08/13/2007,17:00,1301.75,1319.75,1300.75,1301.25,885085,912229
08/14/2007,17:00,1301.0,1310.0,1277.5,1279.75,1236514,1340622
08/15/2007,17:00,1281.0,1294.25,1256.0,1260.25,1447093,1493828
08/16/2007,17:00,1259.25,1280.25,1221.75,1275.75,2422735,2383331
08/17/2007,17:00,1275.25,1318.75,1246.75,1297.5,1645551,1643249
08/20/2007,17:00,1296.0,1304.25,1281.75,1294.5,862862,886011
08/21/2007,17:00,1294.25,1307.25,1287.5,1297.0,864167,875564
08/22/2007,17:00,1296.75,1316.75,1296.25,1316.25,790842,775539
08/23/2007,17:00,1317.75,1331.0,1304.25,1313.75,769922,846740
08/24/2007,17:00,1312.5,1331.25,1307.25,1331.0,613211,556593
08/27/2007,17:00,1330.5,1330.75,1315.25,1317.25,441347,464571
08/28/2007,17:00,1317.0,1317.5,1282.0,1284.0,904779,1043258
08/29/2007,17:00,1284.25,1314.5,1282.25,1312.0,1049758,943282
08/30/2007,17:00,1314.0,1318.75,1299.75,1310.25,887452,910769
08/31/2007,17:00,1311.75,1332.0,1308.75,1321.25,861041,836693
09/03/2007,17:00,1323.25,1325.25,1319.75,1323.75,15306,15541
09/04/2007,17:00,1323.0,1346.5,1315.75,1335.5,795343,757495
09/05/2007,17:00,1335.25,1336.0,1315.5,1322.0,925946,974581
09/06/2007,17:00,1322.0,1331.75,1316.75,1326.5,749506,740624
09/07/2007,17:00,1327.25,1327.25,1297.5,1307.0,1152511,1253109
09/10/2007,17:00,1305.75,1312.75,1288.0,1301.25,991417,1019786
09/11/2007,17:00,1300.75,1321.75,1300.5,1319.0,912210,876940
09/12/2007,17:00,1319.25,1328.5,1313.0,1323.25,824107,814794
09/13/2007,17:00,1321.5,1338.25,1318.25,1330.75,432657,452620
09/14/2007,17:00,1328.5,1334.0,1319.75,1331.75,583100,575883
09/17/2007,17:00,1331.25,1331.5,1319.0,1324.5,565538,581782
09/18/2007,17:00,1324.25,1368.5,1319.0,1367.0,1167411,1080215
09/19/2007,17:00,1366.5,1386.0,1365.5,1373.0,1158348,1142340
09/20/2007,17:00,1372.75,1376.25,1362.75,1365.0,954100,1011304
09/21/2007,17:00,1363.0,1378.0,1363.0,1368.5,680852,621610
09/24/2007,17:00,1367.25,1376.75,1362.0,1364.75,754823,745859
09/25/2007,17:00,1363.25,1365.25,1352.75,1363.5,814171,765097
09/26/2007,17:00,1364.25,1375.75,1364.0,1370.75,824916,846556
09/27/2007,17:00,1371.0,1379.0,1370.25,1377.0,637435,674743
09/28/2007,17:00,1377.5,1379.5,1367.0,1374.0,714429,736674
10/01/2007,17:00,1374.5,1395.0,1369.25,1389.75,883923,824380
10/02/2007,17:00,1389.0,1394.0,1385.25,1388.5,633342,639454
10/03/2007,17:00,1388.75,1390.5,1380.5,1385.75,683367,696205
10/04/2007,17:00,1385.75,1388.75,1382.0,1386.0,471840,450061
10/05/2007,17:00,1386.25,1407.5,1384.5,1404.75,838006,800593
10/08/2007,17:00,1404.25,1404.5,1393.75,1397.75,357440,365157
10/09/2007,17:00,1397.75,1411.5,1394.5,1409.25,678878,603579
10/10/2007,17:00,1409.0,1410.0,1399.25,1406.25,644511,653716
10/11/2007,17:00,1406.5,1420.75,1390.25,1399.5,1117738,1165355
10/12/2007,17:00,1397.75,1409.0,1393.0,1409.0,705124,684593
10/15/2007,17:00,1408.5,1410.0,1384.0,1394.5,936957,1022148
10/16/2007,17:00,1394.75,1395.75,1379.25,1387.75,910048,944380
10/17/2007,17:00,1387.75,1395.25,1368.0,1387.25,1116118,1112425
10/18/2007,17:00,1386.5,1389.0,1374.0,1381.0,767254,785348
10/19/2007,17:00,1383.0,1383.0,1339.0,1339.25,1264205,1414268
10/22/2007,17:00,1339.25,1350.75,1326.5,1350.0,1219490,1200274
10/23/2007,17:00,1351.25,1361.5,1344.25,1354.75,869670,869641
10/24/2007,17:00,1354.5,1359.25,1329.25,1359.0,1317501,1354640
10/25/2007,17:00,1359.0,1363.75,1339.5,1362.25,980729,971358
10/26/2007,17:00,1361.75,1377.25,1355.75,1376.25,783655,752953
10/29/2007,17:00,1376.0,1385.0,1374.75,1380.0,497588,528515
10/30/2007,17:00,1381.5,1382.0,1368.75,1368.75,496757,526024
10/31/2007,17:00,1370.0,1392.75,1367.75,1388.25,998772,958697
11/01/2007,17:00,1388.0,1389.0,1344.5,1347.75,1202117,1299196
11/02/2007,17:00,1346.25,1359.0,1330.75,1351.75,1380435,1380832
11/05/2007,17:00,1349.75,1350.25,1328.25,1341.0,1043796,1048895
11/06/2007,17:00,1341.0,1360.0,1337.5,1357.5,897848,820308
11/07/2007,17:00,1357.75,1358.0,1308.25,1311.0,1242335,1387799
11/08/2007,17:00,1306.5,1325.0,1288.0,1308.25,1525127,1537617
11/09/2007,17:00,1309.0,1314.25,1285.75,1289.25,1243204,1272470
11/12/2007,17:00,1287.75,1303.25,1271.25,1272.0,975066,985582
11/13/2007,17:00,1272.5,1320.25,1271.75,1316.75,1075217,973090
11/14/2007,17:00,1314.75,1330.75,1304.0,1313.75,910175,973633
11/15/2007,17:00,1312.25,1316.0,1280.75,1291.0,1082549,1156922
11/16/2007,17:00,1291.0,1300.75,1281.5,1294.25,1055412,1062962
11/19/2007,17:00,1294.25,1299.75,1267.25,1272.5,1006565,1097529
11/20/2007,17:00,1272.75,1290.5,1256.0,1279.25,1484616,1472475
11/21/2007,17:00,1279.0,1279.75,1251.0,1252.75,972913,1013178
11/22/2007,17:00,1252.5,1261.0,1251.75,1259.75,30640,28725
11/23/2007,17:00,1259.5,1278.0,1256.0,1276.0,332983,296420
11/26/2007,17:00,1276.0,1288.25,1240.75,1243.5,1105232,1212316
11/27/2007,17:00,1243.25,1266.75,1240.25,1259.75,1294331,1243938
11/28/2007,17:00,1259.5,1309.0,1254.5,1302.5,1250641,1157107
11/29/2007,17:00,1303.0,1311.0,1294.75,1305.5,882823,898484
11/30/2007,17:00,1304.25,1326.25,1302.5,1320.25,1014201,983565
12/03/2007,17:00,1318.0,1320.25,1306.0,1308.5,723467,748819
12/04/2007,17:00,1308.75,1309.75,1296.5,1298.5,665722,688436
12/05/2007,17:00,1298.5,1324.0,1297.25,1324.0,883622,825991
12/06/2007,17:00,1326.0,1344.75,1316.0,1341.0,871312,815895
12/07/2007,17:00,1341.0,1349.25,1334.75,1340.5,602739,612328
12/10/2007,17:00,1340.5,1355.0,1335.0,1354.5,550165,532006
12/11/2007,17:00,1354.75,1361.0,1309.0,1309.75,1023034,1132700
12/12/2007,17:00,1311.5,1351.0,1302.75,1325.75,1425493,1394004
12/13/2007,17:00,1324.5,1325.25,1303.75,1320.5,565719,537785
12/14/2007,17:00,1321.5,1329.0,1301.75,1301.75,581578,655600
12/17/2007,17:00,1301.5,1301.5,1278.75,1280.0,705732,761731
12/18/2007,17:00,1281.0,1295.75,1269.5,1292.0,895807,898344
12/19/2007,17:00,1291.75,1299.25,1279.5,1288.25,867606,870453
12/20/2007,17:00,1288.25,1298.75,1281.25,1296.25,741821,688796
12/21/2007,17:00,1297.5,1322.75,1296.75,1321.75,604579,550263
12/24/2007,17:00,1320.75,1333.5,1318.75,1330.75,133597,120460
12/26/2007,17:00,1330.25,1334.75,1323.0,1333.25,192717,171517
12/27/2007,17:00,1333.25,1334.75,1308.75,1314.25,422954,478229
12/28/2007,17:00,1314.25,1326.75,1304.75,1309.0,378541,409330
12/31/2007,17:00,1309.0,1312.75,1294.75,1298.5,320613,350279
01/02/2008,17:00,1302.5,1306.5,1272.75,1283.0,783375,831917
01/03/2008,17:00,1284.0,1288.5,1274.75,1281.75,623402,633544
01/04/2008,17:00,1282.0,1287.0,1241.25,1246.25,1074383,1116050
01/07/2008,17:00,1246.25,1256.0,1233.75,1245.0,1215536,1223245
01/08/2008,17:00,1244.0,1261.5,1216.75,1220.5,1416581,1489788
01/09/2008,17:00,1221.25,1240.25,1208.75,1238.25,1444697,1357457
01/10/2008,17:00,1239.0,1260.0,1225.25,1243.0,1408769,1333748
01/11/2008,17:00,1243.5,1247.5,1224.0,1232.25,1074113,1105162
01/14/2008,17:00,1232.25,1248.25,1221.75,1244.5,764575,709180
01/15/2008,17:00,1245.25,1246.25,1197.0,1197.5,1189178,1281101
01/16/2008,17:00,1198.75,1221.25,1192.25,1202.0,1633971,1551395
01/17/2008,17:00,1202.25,1213.0,1157.75,1166.5,1651726,1742341
01/18/2008,17:00,1166.0,1184.25,1139.5,1149.0,1554455,1635815
01/21/2008,17:00,1151.5,1155.25,1080.0,1089.25,239058,269381
01/22/2008,17:00,1088.75,1148.75,1079.25,1125.0,2113833,2109912
01/23/2008,17:00,1126.0,1174.75,1084.75,1168.0,2091014,1998854
01/24/2008,17:00,1170.25,1184.5,1157.0,1183.25,1221473,1189222
01/25/2008,17:00,1183.75,1194.5,1152.0,1157.5,1206543,1289844
01/28/2008,17:00,1159.75,1182.0,1134.0,1180.75,1017873,1002004
01/29/2008,17:00,1179.5,1190.75,1174.0,1185.0,785632,780021
01/30/2008,17:00,1185.5,1211.25,1168.0,1169.25,1306586,1293879
01/31/2008,17:00,1162.75,1211.0,1155.25,1199.25,1612383,1550292
02/01/2008,17:00,1197.75,1221.75,1195.25,1220.75,1124305,1108174
02/04/2008,17:00,1220.5,1223.75,1200.75,1201.5,584109,638911
02/05/2008,17:00,1202.0,1205.0,1161.25,1166.75,1024041,1142537
02/06/2008,17:00,1167.5,1177.0,1146.25,1146.75,1066182,1124058
02/07/2008,17:00,1145.0,1172.25,1136.5,1163.5,1426170,1424185
02/08/2008,17:00,1165.25,1167.5,1144.75,1154.5,775482,829833
02/11/2008,17:00,1153.25,1166.25,1144.0,1160.0,938420,909750
02/12/2008,17:00,1160.75,1187.25,1156.5,1174.25,1134520,1111480
02/13/2008,17:00,1173.5,1194.25,1167.25,1189.0,941934,886355
02/14/2008,17:00,1188.75,1195.25,1171.0,1174.75,903441,991628
02/15/2008,17:00,1174.25,1181.0,1160.75,1175.0,727694,727211
02/18/2008,17:00,1173.75,1192.25,1170.25,1191.75,72710,54394
02/19/2008,17:00,1189.75,1193.5,1169.0,1177.0,786934,803643
02/20/2008,17:00,1176.75,1188.5,1156.5,1182.5,1114701,1081077
02/21/2008,17:00,1182.75,1193.0,1163.0,1168.75,969150,1043356
02/22/2008,17:00,1168.0,1181.25,1150.75,1179.5,980927,1020774
02/25/2008,17:00,1178.25,1199.25,1170.0,1195.0,1037869,1005568
02/26/2008,17:00,1193.75,1212.25,1187.5,1206.0,1045499,1020014
02/27/2008,17:00,1206.25,1213.75,1194.75,1204.5,906489,919114
02/28/2008,17:00,1205.0,1205.25,1187.0,1187.75,868961,914714
02/29/2008,17:00,1188.25,1188.5,1149.0,1159.0,1082581,1193332
03/03/2008,17:00,1153.25,1159.5,1143.75,1158.25,961712,978790
03/04/2008,17:00,1158.75,1159.75,1130.75,1153.75,1378510,1359738
03/05/2008,17:00,1151.5,1168.75,1144.0,1159.0,1225866,1208897
03/06/2008,17:00,1161.25,1166.75,1126.0,1132.75,1172877,1286619
03/07/2008,17:00,1131.5,1142.25,1106.0,1116.5,1494504,1540529
03/10/2008,17:00,1115.75,1123.25,1096.0,1097.25,1131933,1183248
03/11/2008,17:00,1097.25,1148.75,1097.0,1147.75,1628489,1496596
